"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"289","Rasmus Sandin","TOR","D","9","110.95","98","89","52.41","77","70","52.38","60","51","54.05","8","2","80.00","4.4","3.53","55.52","54","43","55.67","24","13","64.86","4","1","80.00","30","30","50.00","3","1","75.00","36","40","47.37","1","0","100.00","13.33","96.08","1.094","17","23","12","101","58.62","34","32","26","56.67"
"237","Riley Stillman","CHI, FLA","D","21","293.35","265","310","46.09","204","235","46.47","155","180","46.27","16","11","59.26","12.62","12.63","49.98","126","159","44.21","65","71","47.79","12","6","66.67","61","88","40.94","3","4","42.86","124","138","47.33","1","1","50.00","10.32","93.89","1.042","25","68","45","235","35.71","68","96","106","39.08"
"32","Robert Bortuzzo","STL","D","40","490.55","405","377","51.79","304","274","52.60","211","191","52.49","12","17","41.38","16.48","15.66","51.27","203","169","54.57","72","80","47.37","7","12","36.84","131","89","59.55","2","4","33.33","167","176","48.69","3","1","75.00","5.69","91.10","0.968","66","96","50","536","56.90","136","134","94","59.13"
"157","Robert Hagg","PHI","D","34","468.9","426","376","53.12","316","286","52.49","219","221","49.77","17","21","44.74","16.5","16.46","50.06","195","181","51.86","64","79","44.76","11","11","50.00","131","102","56.22","5","4","55.56","203","179","53.14","1","6","14.29","7.76","90.50","0.983","103","99","56","403","64.78","185","132","111","62.50"
"48","Roman Josi","NSH","D","48","929.05","913","847","51.88","701","632","52.59","498","467","51.61","30","37","44.78","36.9","32.95","52.83","432","383","53.01","183","138","57.01","18","19","48.65","249","245","50.40","9","10","47.37","421","403","51.09","3","8","27.27","6.02","92.08","0.981","183","173","118","589","60.80","361","269","254","58.70"
"62","Ryan Ellis","NSH","D","35","623.98333333333","620","545","53.22","466","420","52.60","338","313","51.92","28","25","52.83","24.38","24.15","50.24","298","249","54.48","120","106","53.10","13","11","54.17","178","143","55.45","10","9","52.63","280","252","52.63","5","5","50.00","8.28","92.01","1.003","112","125","81","412","58.03","243","192","167","59.27"
"155","Ryan Graves","COL","D","54","819.43333333333","862","642","57.31","618","477","56.44","444","342","56.49","38","28","57.58","32.16","24.89","56.37","403","297","57.57","147","118","55.47","21","16","56.76","256","179","58.85","11","12","47.83","393","296","57.04","6","0","100.00","8.56","91.81","1.004","69","149","106","722","39.43","212","256","237","47.22"
"224","Ryan Lindgren","NYR","D","51","850.5","734","704","51.04","547","528","50.88","401","373","51.81","40","30","57.14","31.49","27.27","53.59","356","330","51.90","144","128","52.94","23","14","62.16","212","202","51.21","12","7","63.16","326","333","49.47","5","9","35.71","9.98","91.96","1.019","116","222","132","679","46.77","268","298","280","48.91"
"33","Ryan McDonagh","T.B","D","50","878.73333333333","793","722","52.34","611","535","53.32","449","394","53.26","34","29","53.97","34.24","29.28","53.90","414","382","52.01","157","137","53.40","20","14","58.82","257","245","51.20","8","10","44.44","330","289","53.31","6","5","54.55","7.57","92.64","1.002","90","187","111","666","44.78","235","290","235","50.00"
"117","Ryan Murray","N.J","D","48","780.7","661","723","47.76","504","560","47.37","368","405","47.61","35","29","54.69","26.45","30.42","46.51","303","351","46.33","112","128","46.67","17","17","50.00","191","223","46.14","12","7","63.16","317","345","47.89","6","5","54.55","9.51","92.84","1.024","82","146","134","590","37.96","203","226","279","42.12"
"165","Ryan Pulock","NYI","D","56","1004.05","892","849","51.23","675","626","51.88","505","445","53.16","46","29","61.33","39.94","30.2","56.94","485","388","55.56","212","132","61.63","33","15","68.75","273","256","51.61","8","9","47.06","356","414","46.23","5","5","50.00","9.11","93.48","1.026","96","226","152","734","38.71","247","332","322","43.41"
"3","Ryan Suter","MIN","D","56","949.98333333333","845","921","47.85","646","699","48.03","465","509","47.74","49","41","54.44","36.99","33.14","52.74","409","375","52.17","177","130","57.65","26","23","53.06","232","245","48.64","18","12","60.00","374","472","44.21","4","6","40.00","10.54","91.94","1.025","142","174","102","616","58.20","313","298","283","52.52"
"219","Sami Niku","WPG","D","6","75.25","57","86","39.86","43","73","37.07","32","49","39.51","2","4","33.33","2.58","3.42","43.00","29","41","41.43","12","16","42.86","2","2","50.00","17","25","40.48","0","1","0.00","25","42","37.31","0","1","0.00","6.25","91.84","0.981","4","16","15","75","21.05","15","21","38","28.30"
"72","Sami Vatanen","DAL, N.J","D","39","562.48333333333","534","485","52.40","402","376","51.67","276","259","51.59","24","21","53.33","21.17","19.13","52.52","232","232","50.00","102","86","54.26","12","13","48.00","130","146","47.10","8","4","66.67","264","227","53.77","4","4","50.00","8.70","91.89","1.006","74","98","79","459","48.37","163","147","167","49.39"
"239","Samuel Girard","COL","D","48","902.5","1007","664","60.26","728","488","59.87","539","355","60.29","46","33","58.23","41.38","26.58","60.89","487","290","62.68","166","125","57.04","21","14","60.00","321","165","66.05","19","17","52.78","483","319","60.22","6","2","75.00","8.53","90.70","0.992","163","204","100","623","61.98","378","316","226","62.58"
"106","Scott Harrington","CBJ","D","12","176.46666666667","131","171","43.38","101","124","44.89","73","90","44.79","8","12","40.00","3.78","6.75","35.88","47","75","38.52","13","32","28.89","2","6","25.00","34","43","44.16","1","3","25.00","76","84","47.50","5","3","62.50","10.96","86.67","0.976","25","31","29","147","46.30","59","45","54","52.21"
"103","Scott Mayfield","NYI","D","56","930.83333333333","734","839","46.66","564","610","48.04","430","423","50.41","35","35","50.00","32.13","32.78","49.50","384","417","47.94","156","133","53.98","19","22","46.34","228","284","44.53","12","8","60.00","298","373","44.41","4","5","44.44","8.14","91.73","0.999","89","153","128","767","41.01","217","235","276","44.02"
"275","Sean Walker","L.A","D","47","685.01666666667","614","669","47.86","467","490","48.80","324","363","47.16","30","38","44.12","24.66","30.85","44.42","276","369","42.79","113","142","44.31","21","21","50.00","163","227","41.79","6","11","35.29","295","254","53.73","3","5","37.50","9.26","89.53","0.988","79","125","77","548","50.64","182","199","182","50.00"
"273","Sebastian Aho","NYI","D","3","38.833333333333","36","48","42.86","27","40","40.30","19","26","42.22","2","3","40.00","1.77","2.28","43.63","15","22","40.54","9","10","47.37","2","3","40.00","6","12","33.33","0","0","-","18","23","43.90","0","0","-","10.53","88.46","0.990","6","7","3","40","66.67","16","8","10","61.54"
"161","Seth Jones","CBJ","D","56","1105.1","977","1049","48.22","745","810","47.91","561","612","47.83","37","42","46.84","36.8","44.05","45.52","412","482","46.09","155","204","43.18","20","23","46.51","257","278","48.04","9","13","40.91","479","493","49.28","8","6","57.14","6.60","93.14","0.997","206","289","162","630","55.98","419","393","336","55.50"
"130","Shayne Gostisbehere","PHI","D","41","660.95","609","557","52.23","454","423","51.77","336","307","52.26","35","32","52.24","24.12","21.97","52.34","277","264","51.20","104","97","51.74","21","14","60.00","173","167","50.88","8","11","42.11","289","259","52.74","6","6","50.00","10.42","89.58","1.000","156","145","92","473","62.90","244","207","194","55.71"
"156","Shea Theodore","VGK","D","53","959.81666666667","1003","837","54.51","731","618","54.19","523","453","53.59","59","34","63.44","45.5","38.63","54.09","503","397","55.89","202","175","53.58","27","17","61.36","301","222","57.55","21","11","65.63","429","370","53.69","11","6","64.71","11.28","92.49","1.038","165","205","84","680","66.27","334","317","240","58.19"
"6","Shea Weber","MTL","D","48","789.33333333333","790","692","53.31","579","521","52.64","426","366","53.79","30","29","50.85","28.3","25.75","52.36","351","306","53.42","133","125","51.55","18","20","47.37","218","181","54.64","7","7","50.00","381","320","54.35","5","2","71.43","7.04","92.08","0.991","118","200","109","526","51.98","262","272","271","49.16"
"298","Simon Benoit","ANA","D","6","90.6","81","76","51.59","59","55","51.75","43","41","51.19","1","5","16.67","3.12","2.45","55.96","45","37","54.88","12","11","52.17","0","3","0.00","33","26","55.93","1","2","33.33","31","33","48.44","0","0","-","2.33","87.80","0.901","3","24","16","79","15.79","19","36","36","34.55"
"126","Slater Koekkoek","EDM","D","18","196.68333333333","163","229","41.58","118","164","41.84","90","115","43.90","4","12","25.00","6.83","8.24","45.31","73","117","38.42","37","37","50.00","1","6","14.29","36","80","31.03","1","4","20.00","76","98","43.68","2","2","50.00","4.44","89.57","0.940","22","38","26","170","45.83","48","59","53","47.52"
"23","Steven Kampfer","BOS","D","20","290.8","270","279","49.18","216","207","51.06","170","147","53.63","11","9","55.00","10.26","10.78","48.77","114","125","47.70","31","57","35.23","5","3","62.50","83","68","54.97","5","2","71.43","133","140","48.72","1","4","20.00","6.47","93.88","1.003","44","48","35","258","55.70","110","78","87","55.84"
"158","Steven Santini","STL","D","3","39","33","36","47.83","25","28","47.17","19","23","45.24","3","2","60.00","0.91","1.58","36.57","10","15","40.00","2","6","25.00","0","1","0.00","8","9","47.06","2","0","100.00","17","18","48.57","1","1","50.00","15.79","91.30","1.071","5","7","4","35","55.56","7","10","12","36.84"
"246","Tarmo Reunanen","NYR","D","4","51.166666666667","34","49","40.96","26","34","43.33","19","24","44.19","2","1","66.67","1.25","1.66","42.87","17","24","41.46","8","7","53.33","1","0","100.00","9","17","34.62","0","1","0.00","17","22","43.59","1","0","100.00","10.53","95.83","1.064","5","5","5","49","50.00","13","11","11","54.17"
"202","Thomas Chabot","OTT","D","49","1043.8666666667","1011","1058","48.86","762","791","49.07","533","561","48.72","38","48","44.19","40.03","43.74","47.79","472","494","48.86","175","206","45.93","21","25","45.65","297","288","50.77","13","14","48.15","466","491","48.69","4","8","33.33","7.13","91.44","0.986","121","215","150","618","44.65","280","326","387","41.98"
"28","Thomas Hickey","NYI","D","5","78.483333333333","59","59","50.00","43","41","51.19","35","32","52.24","6","1","85.71","3.42","1.99","63.24","30","24","55.56","16","6","72.73","4","1","80.00","14","18","43.75","1","0","100.00","25","31","44.64","1","0","100.00","17.14","96.88","1.140","14","12","4","73","77.78","24","22","17","58.54"
"260","Timothy Liljegren","TOR","D","2","25.833333333333","30","14","68.18","21","10","67.74","14","6","70.00","1","0","100.00","1.47","0.56","72.58","18","8","69.23","7","1","87.50","1","0","100.00","11","7","61.11","0","0","-","10","6","62.50","0","0","-","7.14","100.00","1.071","0","3","1","36","0.00","9","5","2","81.82"
"54","TJ Brodie","TOR","D","56","1032.4833333333","899","901","49.94","700","661","51.43","494","452","52.22","55","29","65.48","42.6","35.5","54.55","527","444","54.27","208","166","55.61","31","20","60.78","319","278","53.43","19","6","76.00","338","403","45.61","5","3","62.50","11.13","93.58","1.047","168","214","142","713","54.19","322","332","278","53.67"
"306","Tobias Bjornfot","L.A","D","33","491.38333333333","415","476","46.58","309","360","46.19","232","247","48.43","14","17","45.16","16.62","20.03","45.35","192","239","44.55","78","93","45.61","10","9","52.63","114","146","43.85","3","4","42.86","182","204","47.15","1","4","20.00","6.03","93.12","0.992","71","81","60","389","54.20","156","129","145","51.83"
"175","Tony DeAngelo","NYR","D","6","81.766666666667","75","54","58.14","63","44","58.88","48","36","57.14","3","9","25.00","2.99","2.54","54.12","30","29","50.85","13","12","52.00","1","6","14.29","17","17","50.00","1","2","33.33","43","22","66.15","1","1","50.00","6.25","75.00","0.813","15","10","3","78","83.33","29","18","12","70.73"
"115","Torey Krug","STL","D","51","919.61666666667","770","841","47.80","598","644","48.15","460","460","50.00","44","37","54.32","33.9","37.31","47.60","377","398","48.65","139","173","44.55","31","20","60.78","238","225","51.40","10","12","45.45","332","381","46.56","3","5","37.50","9.57","91.96","1.015","129","206","129","748","50.00","288","302","264","52.17"
"190","Travis Dermott","TOR","D","51","636.71666666667","545","522","51.08","413","405","50.49","309","292","51.41","19","21","47.50","24.02","19.1","55.71","295","239","55.24","122","80","60.40","12","8","60.00","173","159","52.11","6","9","40.00","215","247","46.54","1","4","20.00","6.15","92.81","0.990","79","96","57","656","58.09","175","141","136","56.27"
"51","Travis Hamonic","VAN","D","38","645.43333333333","546","663","45.16","393","475","45.28","283","347","44.92","20","25","44.44","20.21","27.08","42.73","246","354","41.00","81","133","37.85","8","13","38.10","165","221","42.75","8","9","47.06","255","270","48.57","4","3","57.14","7.07","92.80","0.999","104","123","79","456","56.83","214","186","187","53.37"
"174","Travis Sanheim","PHI","D","55","1004.4166666667","948","815","53.77","713","618","53.57","510","467","52.20","33","54","37.93","36.51","33.68","52.02","427","380","52.91","159","160","49.84","21","27","43.75","268","220","54.92","10","20","33.33","456","376","54.81","2","7","22.22","6.47","88.44","0.949","119","235","150","802","44.24","268","323","308","46.53"
"170","Trevor van Riemsdyk","WSH","D","20","300.16666666667","285","258","52.49","215","194","52.57","150","145","50.85","9","10","47.37","12.08","9.31","56.47","136","101","57.38","60","39","60.61","7","5","58.33","76","62","55.07","1","3","25.00","129","131","49.62","1","2","33.33","6.00","93.10","0.991","36","61","35","229","50.70","73","102","86","45.91"
"244","Troy Stecher","DET","D","44","704.61666666667","532","625","45.98","414","492","45.70","301","363","45.33","24","36","40.00","21.2","24.63","46.26","238","271","46.76","95","97","49.48","16","19","45.71","143","174","45.11","3","10","23.08","253","315","44.54","5","7","41.67","7.97","90.08","0.981","67","135","107","541","38.51","155","216","230","40.26"
"150","Tucker Poolman","WPG","D","39","637.01666666667","531","591","47.33","387","438","46.91","283","308","47.88","16","18","47.06","20.79","26.34","44.12","271","296","47.80","95","130","42.22","6","9","40.00","176","166","51.46","10","8","55.56","228","253","47.40","0","1","0.00","5.65","94.16","0.998","84","135","78","502","51.85","176","188","173","50.43"
"291","Ty Smith","N.J","D","48","792.4","746","647","53.55","555","534","50.96","390","397","49.56","30","36","45.45","31.61","31.67","49.95","362","327","52.54","133","138","49.08","15","21","41.67","229","189","54.78","10","11","47.62","348","293","54.29","5","4","55.56","7.69","90.93","0.986","112","161","103","577","52.09","252","238","209","54.66"
"147","Tyler Lewington","NSH","D","2","25.75","23","20","53.49","21","13","61.76","16","12","57.14","3","1","75.00","1.61","0.68","70.43","16","10","61.54","11","4","73.33","2","1","66.67","5","6","45.45","1","0","100.00","7","7","50.00","0","0","-","18.75","91.67","1.104","1","3","6","28","14.29","7","11","9","43.75"
"42","Tyler Myers","VAN","D","55","935.76666666667","819","956","46.14","610","741","45.15","453","540","45.62","34","45","43.04","34.07","44.77","43.22","382","499","43.36","146","190","43.45","20","29","40.82","236","309","43.30","10","15","40.00","376","393","48.89","4","1","80.00","7.51","91.67","0.992","90","160","112","693","44.55","245","259","281","46.58"
"68","Tyson Barrie","EDM","D","56","959.96666666667","957","953","50.10","720","751","48.95","533","550","49.22","54","49","52.43","40.16","42.69","48.48","457","478","48.88","170","194","46.70","19","25","43.18","287","284","50.26","27","15","64.29","429","422","50.41","6","9","40.00","10.13","91.09","1.012","132","171","94","645","58.41","335","286","241","58.16"
"257","Urho Vaakanainen","BOS","D","9","149.41666666667","123","138","47.13","94","95","49.74","74","64","53.62","3","8","27.27","3.97","5","44.27","49","59","45.37","16","29","35.56","1","5","16.67","33","30","52.38","1","2","33.33","69","68","50.36","1","1","50.00","4.05","87.50","0.916","23","24","18","121","56.10","51","33","38","57.30"
"60","Victor Hedman","T.B","D","54","973.68333333333","890","769","53.65","674","595","53.11","498","459","52.04","43","43","50.00","34.67","32.9","51.31","425","394","51.89","150","156","49.02","21","24","46.67","275","238","53.61","16","15","51.61","409","324","55.80","6","4","60.00","8.63","90.63","0.993","165","176","114","678","59.14","372","289","254","59.42"
"234","Victor Mete","MTL, OTT","D","28","396.38333333333","348","339","50.66","242","246","49.59","169","184","47.88","16","11","59.26","12.9","12","51.81","168","153","52.34","64","55","53.78","11","6","64.71","104","98","51.49","3","4","42.86","159","155","50.64","2","1","66.67","9.47","94.02","1.035","43","75","51","349","45.74","122","115","110","52.59"
"305","Victor Soderstrom","ARI","D","4","57.15","55","48","53.40","40","40","50.00","35","34","50.72","3","0","100.00","2.12","2.34","47.43","24","28","46.15","11","13","45.83","1","0","100.00","13","15","46.43","1","0","100.00","29","19","60.42","1","0","100.00","8.57","100.00","1.086","14","6","1","53","93.33","26","13","6","81.25"
"304","Ville Heinola","WPG","D","5","71.183333333333","57","74","43.51","43","55","43.88","31","42","42.47","2","4","33.33","1.85","2.54","42.06","17","32","34.69","8","14","36.36","2","4","33.33","9","18","33.33","0","0","-","33","36","47.83","0","0","-","6.45","90.48","0.969","8","17","10","59","44.44","24","22","17","58.54"
"189","Vince Dunn","STL","D","43","719.36666666667","606","622","49.35","413","459","47.36","323","333","49.24","21","28","42.86","20.62","25.16","45.04","268","294","47.69","88","128","40.74","11","18","37.93","180","166","52.02","6","8","42.86","286","280","50.53","4","2","66.67","6.50","91.59","0.981","126","151","84","607","60.00","245","214","179","57.78"
"216","Vladislav Gavrikov","CBJ","D","55","925.48333333333","718","909","44.13","564","678","45.41","416","515","44.68","27","47","36.49","29.57","34.66","46.04","323","402","44.55","129","147","46.74","15","24","38.46","194","255","43.21","6","10","37.50","337","458","42.39","6","13","31.58","6.49","90.87","0.974","92","178","175","701","34.46","182","249","336","35.14"
"149","Will Butcher","N.J","D","23","389.1","313","358","46.65","230","259","47.03","155","191","44.80","12","17","41.38","11.4","14.47","44.06","143","159","47.35","54","65","45.38","7","7","50.00","89","94","48.63","2","6","25.00","152","175","46.48","3","3","50.00","7.74","91.10","0.988","43","88","48","289","47.25","107","122","103","50.95"
"210","William Borgen","BUF","D","10","143.98333333333","95","129","42.41","81","107","43.09","63","82","43.45","4","8","33.33","4.95","5.22","48.64","47","58","44.76","25","20","55.56","4","4","50.00","22","38","36.67","0","3","0.00","46","63","42.20","0","1","0.00","6.35","90.24","0.966","9","25","11","140","45.00","30","48","38","44.12"
"181","William Lagesson","EDM","D","19","242.28333333333","154","226","40.53","111","162","40.66","66","116","36.26","9","9","50.00","5.61","8.63","39.39","74","112","39.78","27","41","39.71","7","7","50.00","47","71","39.83","2","2","50.00","66","96","40.74","0","0","-","13.64","92.24","1.059","18","53","32","188","36.00","48","80","73","39.67"
"274","Wyatt Kalynuk","CHI","D","21","302.08333333333","252","325","43.67","182","258","41.36","146","199","42.32","13","21","38.24","9.85","17.44","36.09","110","167","39.71","45","84","34.88","8","12","40.00","65","83","43.92","3","5","37.50","127","141","47.39","2","4","33.33","8.90","89.45","0.984","30","60","25","250","54.55","87","90","87","50.00"
"105","Xavier Ouellet","MTL","D","6","83.1","83","87","48.82","60","68","46.88","42","46","47.73","1","3","25.00","3.28","3.36","49.40","36","44","45.00","15","16","48.39","1","2","33.33","21","28","42.86","0","0","-","41","39","51.25","0","1","0.00","2.38","93.48","0.959","8","16","7","78","53.33","16","23","18","47.06"
"31","Yannick Weber","PIT","D","2","17.533333333333","14","20","41.18","10","14","41.67","9","10","47.37","0","2","0.00","0.59","1.07","35.47","7","8","46.67","3","5","37.50","0","2","0.00","4","3","57.14","0","0","-","6","9","40.00","0","0","-","0.00","80.00","0.800","2","3","3","17","40.00","5","3","7","41.67"
"308","Zac Jones","NYR","D","10","137.8","100","136","42.37","73","110","39.89","52","76","40.63","5","6","45.45","2.92","5.3","35.53","40","66","37.74","11","23","32.35","0","2","0.00","29","43","40.28","4","3","57.14","55","63","46.61","1","1","50.00","9.62","92.11","1.017","16","30","21","117","43.24","33","40","39","45.83"
"40","Zach Bogosian","TOR","D","45","576.41666666667","528","473","52.75","403","374","51.87","299","268","52.73","26","20","56.52","24","19.19","55.56","285","223","56.10","123","90","57.75","18","7","72.00","162","133","54.92","8","9","47.06","215","214","50.12","0","4","0.00","8.70","92.54","1.012","72","75","62","561","53.73","143","122","139","50.71"
"198","Zach Werenski","CBJ","D","35","662.51666666667","621","611","50.41","476","461","50.80","358","343","51.07","26","27","49.06","22.95","24.56","48.30","266","278","48.90","91","114","44.39","15","14","51.72","175","164","51.62","4","9","30.77","302","284","51.54","7","4","63.64","7.26","92.13","0.994","130","169","98","381","57.02","250","233","189","56.95"
"278","Zach Whitecloud","VGK","D","51","789.21666666667","718","664","51.95","520","461","53.01","359","336","51.65","28","21","57.14","29.67","26.66","52.68","343","316","52.05","136","122","52.71","16","14","53.33","207","194","51.62","9","4","69.23","331","286","53.65","3","3","50.00","7.80","93.75","1.015","114","158","75","632","60.32","244","226","212","53.51"
"1","Zdeno Chara","WSH","D","55","810.26666666667","692","706","49.50","511","546","48.34","373","396","48.50","35","33","51.47","27.25","24.83","52.33","317","297","51.63","124","108","53.45","18","17","51.43","193","189","50.52","11","10","52.38","322","345","48.28","6","5","54.55","9.38","91.67","1.011","72","156","105","651","40.68","148","248","232","38.95"
